date,signal,edge_prob,cover_prob,stake,pl,clv,bankroll
2008-12-01,-1,-0.1575619,0.36627257,0.7867909168014069,0.10489283317327502,1.0,100.10489283317328
2008-12-02,-1,-0.12533858,0.39849588,0.5560845083867035,-0.08155740364746684,0.5,100.02333542952582
2008-12-03,1,0.040734947,0.5645694,0.2916463814339736,-0.04277393326769828,3.5,99.9805614962581
2008-12-06,-1,-0.10777381,0.41606066,0.4303275543796434,-0.06311342525075636,-0.5,99.91744807100736
2008-12-06,-1,-0.30817676,0.2156577,1.8651348839998387,-0.2735475567061909,0.5,99.64390051430117
2008-12-06,-1,-0.15691015,0.36692432,0.7821246615972919,-0.11470928566880748,-0.0,99.52919122863236
2008-12-06,-1,-0.050048172,0.4737863,0.017034414141612393,-0.002498329964408011,-0.5,99.52669289866795
2008-12-06,1,0.064617634,0.5884521,0.4626371415474464,0.061677530169487016,0.0,99.58837042883744
2008-12-06,-1,-0.08483541,0.43899906,0.2660975193172647,-0.039026842980232686,-0.5,99.5493435858572
2008-12-09,-1,-0.11269325,0.41114122,0.4655488301713134,0.06206570860743522,1.5,99.61140929446464
2008-12-09,1,0.10252422,0.6263587,0.7340335769944556,0.09785936757922176,-3.0,99.70926866204385
2008-12-10,-1,-0.30518687,0.21864758,1.8437284462524508,0.24580088076740503,-0.5,99.95506954281126
2008-12-10,-1,-0.1810604,0.34277406,0.9550310849428528,-0.14006837902486127,1.0,99.8150011637864
2008-12-11,-1,-0.10207176,0.4217627,0.3895031023265959,-0.05712596063960112,-1.5,99.7578752031468
2008-12-12,-1,-0.18021786,0.3436166,0.9489988154803473,-0.13918366415141306,-0.0,99.61869153899539
2008-12-12,-1,-0.21164766,0.3121868,1.1740239530978138,0.15651769234240054,1.0,99.77520923133778
2008-12-13,-1,-0.15119451,0.37263995,0.7412029114339935,-0.108707550958176,-1.0,99.66650168037961
2008-12-13,1,0.17703456,0.700869,1.2674986316873171,-0.18589602114081513,-1.0,99.48060565923879
2008-12-13,1,0.06841254,0.592247,0.4898072120889055,0.0652997703552246,-1.0,99.54590542959403
2008-12-13,1,0.09892416,0.6227586,0.7082585394460228,-0.10387580793420603,-0.5,99.44202962165981
2008-12-13,1,0.14097089,0.66480535,1.0092967588317416,0.1345567091405392,0.5,99.57658633080035
2008-12-13,-1,-0.09724262,0.42659184,0.3549283468727767,0.047318085506558416,-0.5,99.62390441630691
2008-12-13,-1,-0.21997333,0.30386114,1.2336324881285488,-0.1809290877007546,-0.5,99.44297532860615
2008-12-13,1,0.04554963,0.5693841,0.32611765095912704,0.043477121591568024,1.0,99.48645245019773
2008-12-13,-1,-0.15298039,0.37085408,0.7539890780100319,0.10051978090405467,1.0,99.58697223110178
2008-12-13,-1,-0.053165168,0.4706693,0.03935088794211387,-0.005771346267300467,-0.0,99.58120088483449
2008-12-14,-1,-0.18020928,0.3436252,0.9489373640422941,-0.13917465145700703,-0.0,99.44202623337748
2008-12-14,1,0.122689486,0.64652395,0.8784090364933377,-0.12883070698141133,0.5,99.31319552639606
2008-12-14,-1,-0.24891734,0.27491713,1.4408603931190085,0.19209160351753235,-0.5,99.5052871299136
2008-12-14,1,0.10046387,0.62429833,0.719282244639008,0.09589275991916657,-0.5,99.60117988983276
2008-12-14,1,0.07903224,0.6028667,0.5658401375506956,0.07543627396225933,1.0,99.67661616379502
2008-12-15,-1,-0.2419433,0.28189117,1.3909289659703086,0.18543488094210625,1.5,99.86205104473713
2008-12-16,-1,-0.25454512,0.26928934,1.481153119534457,-0.21723137582817226,-1.0,99.64481966890895
2008-12-16,-1,-0.09809139,0.42574307,0.3610052113024805,-0.052946354902879106,1.0,99.59187331400608
2008-12-17,-1,-0.1937302,0.33010426,1.0457419424313046,0.13941548226773742,2.0,99.73128879627382
2008-12-17,-1,-0.1569215,0.36691296,0.7822059567288832,0.10428157871961596,0.5,99.83557037499342
2008-12-17,1,0.05142969,0.57526416,0.36821658023263154,-0.054004000850243164,-1.0,99.78156637414318
2008-12-18,-1,-0.29041106,0.23342341,1.7379392622112726,0.23169735339283945,1.0,100.01326372753603
2008-12-18,-1,-0.07864222,0.44519225,0.2217566794200632,-0.032523651966954246,-0.5,99.98074007556907
2008-12-20,1,0.07294798,0.59678245,0.5222791761468422,0.06962884461879731,0.5,100.05036892018786
2008-12-20,1,0.05189109,0.57572556,0.3715200217740878,-0.05448849576272327,0.0,99.99588042442515
2008-12-20,-1,-0.136195,0.38763946,0.6338122559750786,0.08449813261628153,1.0,100.08037855704143
2008-12-20,-1,-0.05779001,0.46604446,0.07246297114643799,0.009660566970705997,0.5,100.09003912401214
2008-12-20,-1,-0.0582757,0.46555877,0.07594031172266269,0.010124156594276429,-0.5,100.10016328060641
2008-12-20,-1,-0.099173695,0.42466077,0.36875406694254786,-0.05408283063221816,-0.5,100.0460804499742
2008-12-20,-1,-0.19565678,0.3281777,1.0595354431707076,-0.15539537339058387,-0.5,99.89068507658361
2008-12-20,-1,-0.11075556,0.4130789,0.4516757412847095,-0.06624442902859812,-0.0,99.82444064755501
2008-12-20,-1,-0.14297098,0.3808635,0.6823256058414816,0.09096580097079277,-0.0,99.9154064485258
2008-12-20,-1,-0.06933212,0.45450234,0.15510000584150596,-0.022747538533016663,-2.0,99.89265890999279
2008-12-20,1,0.19462168,0.71845615,1.3934156154809747,0.18576639431715014,1.5,100.07842530430993
2008-12-20,-1,-0.10477954,0.41905493,0.4088897507940826,-0.05996927796023906,-0.0,100.0184560263497
